Gender ,Age,Title,School Type Level,What is the School location,School Category,State
,,,,,,Northern Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,20.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
,,,,,,Northern Bahr el Ghazal
Female,20.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,19.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,46.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,18.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,31.0,Teacher,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,12.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,12.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,12.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,39.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,30.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,24.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,18.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,36.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,36.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,32.0,Teacher,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,18.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,9.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,9.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,70.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,17.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,10.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,8.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,7.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,11.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,49.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,70.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,43.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,42.0,Teacher,Primary,Urban,Non-IDP School,Western Equatoria
Male,60.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Male,45.0,Learner,Primary,Rural,IDP School,Western Equatoria
Male,12.0,Learner,Primary,Rural,IDP School,Western Equatoria
Female,15.0,Learner,Primary,Rural,IDP School,Western Equatoria
Female,9.0,Learner,Primary,Rural,IDP School,Western Equatoria
Male,14.0,Learner,Primary,Rural,IDP School,Western Equatoria
Female,15.0,Learner,Primary,Rural,IDP School,Western Equatoria
Male,19.0,Learner,Primary,Rural,IDP School,Western Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Western Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,35.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,11.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,36.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,13.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Secondary,Urban,Non-IDP School,Warrap
Female,15.0,Learner,Secondary,Urban,Non-IDP School,Warrap
Male,42.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
,,,,,,Warrap
Male,32.0,Teacher,Secondary,Urban,Non-IDP School,Warrap
,,,,,,Warrap
Male,48.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Male,44.0,Teacher,Primary,Rural,Non-IDP School,Warrap
Male,28.0,Teacher,Primary,Rural,Non-IDP School,Warrap
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,34.0,Teacher,Primary,Rural,Non-IDP School,Warrap
Male,55.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Male,26.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Male,35.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Female,14.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,15.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,12.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,13.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,14.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,13.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,14.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,11.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,10.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,12.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,8.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,12.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,56.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Female,19.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,42.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,31.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,32.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,32.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,31.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,22.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,18.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Jonglei
,,,,,,Jonglei
Male,17.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,18.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Male,14.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,14.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,16.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,16.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,13.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Lakes
Male,15.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Primary,Urban,IDP School,Western Bahr el Ghazal
Male,47.0,Teacher,Primary,Urban,IDP School,Lakes
Male,38.0,Learner,Primary,Urban,IDP School,Lakes
Male,15.0,Learner,Primary,Urban,IDP School,Lakes
Male,14.0,Learner,Primary,Urban,IDP School,Lakes
Female,12.0,Learner,Primary,Urban,IDP School,Lakes
Male,20.0,Learner,Primary,Urban,IDP School,Lakes
Male,12.0,Learner,Primary,Urban,IDP School,Lakes
Female,14.0,Learner,Primary,Urban,IDP School,Lakes
Female,13.0,Learner,Primary,Urban,IDP School,Lakes
Male,12.0,Learner,Primary,Urban,IDP School,Lakes
Female,13.0,Learner,Primary,Urban,IDP School,Lakes
Male,15.0,Learner,Primary,Urban,IDP School,Lakes
Female,14.0,Learner,Primary,Urban,IDP School,Lakes
Male,21.0,Learner,Primary,Urban,IDP School,Lakes
Male,38.0,Parent/guardian/sibling,Primary,Urban,IDP School,Lakes
Female,24.0,Parent/guardian/sibling,Primary,Urban,IDP School,Lakes
Female,20.0,Parent/guardian/sibling,Primary,Urban,IDP School,Lakes
Female,25.0,Parent/guardian/sibling,Primary,Urban,IDP School,Lakes
Female,67.0,Parent/guardian/sibling,Primary,Urban,IDP School,Lakes
Female,34.0,Parent/guardian/sibling,Primary,Urban,IDP School,Lakes
Female,20.0,Parent/guardian/sibling,Primary,Urban,IDP School,Lakes
Female,30.0,Parent/guardian/sibling,Primary,Urban,IDP School,Lakes
Male,46.0,Parent/guardian/sibling,Primary,Urban,IDP School,Lakes
Male,17.0,Learner,Primary,Urban,IDP School,Unity
Male,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,16.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,31.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,14.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,17.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,26.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,26.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,27.0,Teacher,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,46.0,Teacher,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,16.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,17.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,12.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Upper Nile State
,,,,,,Upper Nile State
,,,,,,Upper Nile State
Male,12.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,17.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
Female,11.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
Female,12.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Female,43.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Northern Bahr el Ghazal
Male,34.0,Teacher,Secondary,Urban,Non-IDP School,Warrap
Male,32.0,Teacher,Primary,Urban,IDP School,Warrap
Female,36.0,Parent/guardian/sibling,ECD,Urban,IDP School,Warrap
Female,20.0,Learner,Primary,Urban,Non-IDP School,Upper Nile State
Female,18.0,Learner,Primary,Urban,IDP School,Upper Nile State
Female,18.0,Learner,Primary,Urban,IDP School,Upper Nile State
Male,16.0,Learner,Primary,Urban,IDP School,Upper Nile State
Female,15.0,Learner,Primary,Urban,IDP School,Upper Nile State
Male,18.0,Learner,Primary,Urban,IDP School,Upper Nile State
,,,,,,Jonglei
Male,27.0,Teacher,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,30.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,25.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Female,16.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,21.0,Learner,Primary,Urban,IDP School,Unity
Male,7.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,17.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,22.0,Learner,Primary,Urban,IDP School,Unity
Male,43.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,40.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Primary,Urban,IDP School,Unity
Male,46.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,35.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,18.0,Learner,Primary,Urban,IDP School,Unity
Male,19.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,24.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,20.0,Learner,Primary,Urban,IDP School,Unity
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,10.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,23.0,Learner,Primary,Urban,IDP School,Unity
Male,12.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,43.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Female,17.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,17.0,Learner,Primary,Urban,IDP School,Unity
Male,18.0,Learner,Primary,Urban,IDP School,Unity
Female,22.0,Learner,Primary,Urban,IDP School,Unity
Male,46.0,Teacher,Primary,Urban,IDP School,Unity
Male,50.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Male,32.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Male,21.0,Learner,Secondary,Urban,IDP School,Unity
Male,20.0,Learner,Secondary,Urban,IDP School,Unity
Male,22.0,Learner,Secondary,Urban,IDP School,Unity
Female,16.0,Learner,Primary,Urban,IDP School,Unity
Female,14.0,Learner,Primary,Urban,IDP School,Unity
Male,13.0,Learner,Primary,Urban,IDP School,Unity
Female,15.0,Learner,Primary,Urban,IDP School,Unity
Female,13.0,Learner,Primary,Urban,IDP School,Unity
Male,18.0,Learner,Primary,Urban,IDP School,Unity
Female,21.0,Learner,Primary,Urban,IDP School,Unity
Male,32.0,Learner,Primary,Urban,IDP School,Unity
Male,45.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Male,30.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Female,38.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Female,48.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Male,30.0,Parent/guardian/sibling,Primary,Urban,IDP School,Unity
Male,28.0,Learner,Secondary,Urban,IDP School,Unity
Male,20.0,Learner,Secondary,Urban,IDP School,Unity
Male,17.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Male,50.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,42.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,42.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,39.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,51.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,30.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,53.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,46.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,37.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,19.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,12.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,12.0,Learner,Primary,Rural,Non-IDP School,Central Equatoria
Male,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,15.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,42.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Female,52.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,55.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Central Equatoria
Male,32.0,Teacher,Secondary,Urban,Non-IDP School,Central Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,17.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,36.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Male,46.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,41.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,21.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,23.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Male,19.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,20.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,17.0,Learner,ALP,Urban,Non-IDP School,Central Equatoria
,,,,,,Central Equatoria
Male,13.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Eastern Equatoria
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Eastern Equatoria
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Eastern Equatoria
Male,32.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Equatoria
,,,,,,Western Equatoria
,,,,,,Western Equatoria
,,,,,,Western Equatoria
Female,16.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
,,,,,,Western Equatoria
Male,15.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,15.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,13.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
,,,,,,Western Equatoria
,,,,,,Western Equatoria
Male,65.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Equatoria
Female,12.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
,,,,,,Western Equatoria
,,,,,,Western Equatoria
,,,,,,Western Equatoria
,,,,,,Western Equatoria
,,,,,,Western Equatoria
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Equatoria
,,,,,,Western Equatoria
Male,18.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
,,,,,,Unity
Male,17.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
Male,14.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,11.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
Male,14.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,13.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
Female,9.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
,,,,,,Western Bahr el Ghazal
,,,,,,Unity
Female,11.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
,,,,,,Western Bahr el Ghazal
,,,,,,Unity
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
Male,51.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
,,,,,,Western Bahr el Ghazal
,,,,,,Unity
Male,35.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
Male,58.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
,,,,,,Unity
Male,21.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,21.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
